"track_name","artist_name","artist_count","released_year","released_month","released_day","in_spotify_charts","streams","in_apple_charts","bpm","mode","danceability_pct","valence_pct","energy_pct","acousticness_pct","instrumentalness_pct","liveness_pct","speechiness_pct"
"Lost","Frank Ocean",1,2012,1,1,"11","822239726","27",123,"Minor",91,49,61,3,0,17,22
"In Da Club","50 Cent",1,2002,1,1,"7","1202722675","106",90,"Minor",90,79,71,26,0,7,37
"she's all i wanna be","Tate McRae",1,2022,2,4,"0","343197054","12",160,"Minor",61,65,64,1,0,12,4
"Ginseng Strip 2002","Yung Lean",1,2013,8,16,"0","240769997","0",115,"Major",60,37,71,8,0,48,4
"All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",2,2019,8,4,"0","426204830","123",141,"Major",37,17,67,2,0,34,9
"Notion","The Rare Occasions",1,2016,8,5,"0","421135627","13",160,"Major",31,30,88,7,0,8,8
"Formula","Labrinth",1,2019,10,4,"7","554875730","85",145,"Major",57,23,66,4,6,15,4
"Mount Everest","Labrinth",1,2019,6,21,"0","467727006","1",89,"Minor",46,43,43,23,8,8,22
"Excuses","Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,"4","327498031","21",95,"Minor",84,49,72,8,0,15,8
"Cigarettes","Juice WRLD",1,2021,12,10,"0","185408548","0",160,"Major",60,47,62,3,0,38,4
"CayяПНяПН La Noche (feat. Cruz CafunяПНяПН, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz CafunяПНяПН, BяПНяПНjo, Abhir Hathi",7,2022,1,14,"1","245400167","5",174,"Minor",67,74,75,44,0,7,30
"California Love - Original Version (Explicit)","Dr. Dre, 2Pac, Roger",3,1995,12,28,"0","579395142","17",92,"Major",77,76,84,3,0,38,4
"Forgot About Dre","Eminem, Dr. Dre",2,1999,1,1,"0","675039469","15",134,"Major",93,61,74,9,0,17,8
"Down Under (feat. Colin Hay)","Luude, Colin Hay",2,2021,11,19,"2","252871192","13",172,"Minor",31,4,86,1,0,28,17
"Mujeriego","Ryan Castro",1,2021,12,17,"0","231996128","63",80,"Major",76,92,62,6,0,8,13
"HUMBLE.","Kendrick Lamar",1,2017,3,30,"1","1929770265","114",150,"Minor",91,42,60,0,0,9,12
"Stan","Eminem, Dido",2,1999,11,21,"0","918915401","63",80,"Minor",78,53,74,4,0,45,21
"Contection","GODZZ__-, Zakaria",2,2020,1,16,"0","1180896317","45",166,"Minor",81,83,75,14,0,29,34
"Swim","Chase Atlantic",1,2017,10,4,"0","498960285","1",120,"Major",67,8,54,27,0,8,4
"A Tu Merced","Bad Bunny",1,2020,2,29,"11","685071800","20",92,"Major",86,89,79,17,0,11,6
"Numb Little Bug","Em Beihold",1,2022,1,28,"0","258714692","3",85,"Minor",74,61,52,30,0,26,9
"212","Mainstreet, Chefin",2,2022,1,15,"0","143139338","0",154,"Minor",79,86,52,66,0,9,7
"ProblemяПН","Alvaro Diaz, Rauw Alejandro",2,2021,10,22,"0","209768491","7",92,"Minor",73,37,74,28,0,14,6
"Bussin","Nicki Minaj, Lil Baby",2,2022,2,11,"0","64714573","0",140,"Major",89,75,70,6,0,13,5
"Worst Day","Future",1,2022,2,11,"0","50746620","3",89,"Major",65,60,60,11,0,10,40
"Malvada","ZяПНяПН Fe",1,2022,1,28,"0","154119539","73",135,"Minor",89,89,86,16,0,8,5
"Hrs and Hrs","Muni Long",1,2021,11,19,"0","181328253","36",140,"Minor",51,66,53,60,0,11,18
"Alien Blues","Vundabar",1,2015,7,24,"0","370068639","0",82,"Major",47,44,76,8,91,9,3
"Thinking Out Loud","Ed Sheeran",1,2014,1,1,"0","2280566092","129",79,"Major",78,58,45,47,0,18,3
"Still Don't Know My Name","Labrinth",1,2019,10,4,"0","563902868","116",88,"Major",31,31,63,47,27,21,12
"Christmas Tree","V",1,2021,12,24,"9","317622165","106",139,"Major",44,18,38,70,0,12,4
"Mal Feito - Ao Vivo","MarяПНяПНlia MendonяПНяПНa, Hugo & G",2,2022,1,14,"2","291709698","104",124,"Minor",73,68,83,55,0,90,7
"When I R.I.P.","Labrinth",1,2019,10,4,"0","203680270","67",80,"Minor",39,45,55,73,0,9,21
"Do We Have A Problem?","Nicki Minaj, Lil Baby",2,2022,2,4,"0","81350745","1",120,"Minor",84,54,51,47,0,12,40
"Forever","Labrinth",1,2019,10,4,"0","282883169","86",80,"Minor",56,19,46,92,72,11,3
"Gospel (with Eminem)","Eminem, Dr. Dre",2,2022,2,4,"0","64787943","0",117,"Major",92,62,86,11,0,24,24
"SeяПНяПНo","Shawn Mendes, Camila Cabello",2,2019,6,19,"2","2484812918","50",117,"Minor",76,77,52,4,0,8,3
"NEW MAGIC WAND","Tyler, The Creator",2,2019,5,16,"0","461437791","7",140,"Minor",62,46,73,10,0,67,11
"Adore You","Harry Styles",1,2019,12,6,"1","1439191367","71",99,"Major",68,57,77,2,0,10,5
"La Santa","Daddy Yankee, Bad Bunny",2,2020,2,29,"20","759208783","42",93,"Major",74,59,87,3,0,8,5
"Something In The Way - Remastered 2021","Nirvana",1,1991,9,24,"0","368646862","27",106,"Major",44,8,20,74,42,11,3
"Sweetest Pie","Dua Lipa, Megan Thee Stallion",2,2022,3,11,"0","299634472","2",124,"Major",81,68,63,17,0,10,22
"Bam Bam (feat. Ed Sheeran)","Camila Cabello, Ed Sheeran",2,2022,3,4,"4","756907987","40",95,"Major",76,96,70,18,0,33,4
"Una Noche en MedellяПН","Cris Mj",1,2022,1,21,"32","682475162","16",96,"Minor",87,82,53,10,0,5,8
"Envolver","Anitta",1,2021,11,11,"2","546191065","113",92,"Minor",81,40,73,15,0,9,8
"Starlight","Dave",1,2022,3,3,"3","229473310","40",124,"Major",95,36,37,35,0,10,28
"Hati-Hati di Jalan","Tulus",1,2022,3,3,"2","202677468","4",72,"Major",64,76,44,70,9,12,4
"I'm Tired - From Euphoria An Original HBO Series","Labrinth",1,2022,2,4,"0","121913181","1",71,"Minor",28,26,20,19,0,30,3
"DANяПНяПНA","Mc Pedrinho, Pedro Sampaio",2,2022,2,1,"2","208166039","0",135,"Minor",78,55,57,4,0,10,8
"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1,2004,5,4,"2","527033089","82",95,"Major",81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,"0","94616487","11",71,"Minor",59,70,74,56,0,11,40
"Jordan","Ryan Castro",1,2021,4,30,"2","394030335","2",180,"Minor",80,71,68,6,0,10,37
"Nail Tech","Jack Harlow",1,2022,2,18,"0","193443895","0",150,"Minor",65,11,58,0,0,12,9
"Chale","Eden MuяПНяПН",1,2022,2,18,"11","299648208","41",189,"Major",55,86,44,40,0,7,4
"DARARI","Treasure",1,2022,2,15,"0","182978249","21",85,"Major",72,55,64,49,0,7,4
"Ya No Somos Ni Seremos","Christian Nodal",1,2022,2,18,"16","319757142","84",140,"Major",59,73,45,44,0,34,3
"Thinking with My Dick","Kevin Gates, Juicy J",2,2013,7,16,"0","109091573","0",81,"Major",77,68,70,6,0,17,20
"Freaky Deaky","Tyga, Doja Cat",2,2022,2,25,"0","153240879","1",104,"Minor",80,24,65,2,0,9,4
"this is what falling in love feels like","JVKE",1,2021,9,3,"0","346127840","5",129,"Major",42,33,44,62,0,8,6
"La Zona","Bad Bunny",1,2020,2,29,"0","312622938","1",94,"Minor",76,81,80,20,0,25,4
"Bohemian Rhapsody - Remastered 2011","Queen",1,1975,10,31,"3","2197010679","162",71,"Minor",41,23,40,27,0,30,5
"Hope","XXXTENTACION",1,2018,3,16,"0","1200808494","10",146,"Minor",59,23,46,66,0,15,6
"Levitating","Dua Lipa",1,2020,3,27,"0","797196073","82",103,"Minor",69,90,88,5,0,29,8
"Wake Me Up - Radio Edit","Avicii",1,2013,1,1,"34","1970673297","160",124,"Major",53,66,78,0,0,16,5
"jealousy, jealousy","Olivia Rodrigo",1,2021,5,21,"0","665765558","0",164,"Minor",70,71,58,24,0,7,13
"MonяПНяПНy so","YEAT",1,2021,9,10,"0","263779030","0",138,"Major",69,35,57,12,0,10,9
"Demasiadas Mujeres","C. Tangana",1,2020,10,8,"0","339473453","2",126,"Minor",67,37,46,13,0,10,39
"Something Just Like This","The Chainsmokers, Coldplay",2,2017,2,22,"21","2204080728","188",103,"Minor",61,47,65,3,0,17,4
"Closer","The Chainsmokers, Halsey",2,2016,5,31,"0","2591224264","159",95,"Major",75,64,52,41,0,11,3
"O.O","NMIXX",1,2022,2,22,"0","135444283","66",200,"Minor",39,28,77,4,0,6,29
"Somebody That I Used To Know","Gotye, Kimbra",2,2011,1,1,"0","1457139296","136",129,"Major",86,75,52,54,0,10,4
"Tom's Diner","AnnenMayKantereit, Giant Rooks",2,2019,6,28,"0","236872197","48",98,"Minor",68,33,43,38,0,36,14
"First Class","Jack Harlow",1,2022,4,8,"0","694525298","32",107,"Major",91,32,56,3,0,11,10
"Plan A","Paulo Londra",1,2022,3,23,"0","240661097","0",174,"Major",58,56,83,5,0,7,4
"Fuera del mercado","Danny Ocean",1,2022,2,17,"21","421365166","24",92,"Major",45,27,67,32,0,13,14
"X яПНяПНLTIMA","Daddy Yankee, Bad Bunny",2,2022,3,25,"1","349746291","3",90,"Major",81,59,83,9,0,11,5
"When You're Gone","Shawn Mendes",1,2022,3,31,"0","255120451","11",147,"Major",60,58,69,2,0,58,4
"In My Head","Lil Tjay",1,2022,4,1,"0","190981339","0",143,"Major",68,41,55,16,0,10,12
"Wait a Minute!","Willow",1,2015,1,11,"0","924193303","80",101,"Minor",76,63,71,3,0,10,3
"LOVE DIVE","IVE",1,2022,4,5,"8","305771063","124",118,"Minor",70,54,71,0,0,33,4
"Pantysito","Feid, Alejo, Robi",3,2022,3,18,"0","273005485","17",98,"Minor",83,63,74,14,0,16,6
"Chance","Paulo Londra",1,2022,4,6,"0","89566512","0",138,"Minor",72,22,46,24,0,9,6
"Cool for the Summer","Demi Lovato",1,2015,1,1,"0","677389855","5",114,"Minor",59,30,62,1,0,8,4
"psychofreak (feat. WILLOW)","Camila Cabello, Willow",2,2022,4,7,"0","75476209","0",180,"Minor",63,45,64,34,0,9,8
"Angel Baby","Troye Sivan",1,2021,9,9,"9","408843328","25",145,"Major",56,41,57,1,0,13,3
"Vampiro","MatuяПНяПН, Wiu, ",3,2022,1,30,"4","187772591","3",115,"Minor",78,63,64,1,0,7,4
"Si Quieren Frontear","De La Ghetto, Duki, Quevedo",3,2022,3,31,"0","178512385","0",82,"Major",79,48,84,13,0,21,23
"Right On","Lil Baby",1,2022,4,8,"0","101780047","9",166,"Major",70,22,61,2,0,10,34
"Me ArrepentяПН","Ak4:20, Cris Mj, Pailita",3,2022,3,30,"2","118381354","2",92,"Major",86,91,79,29,0,60,16
"That's Hilarious","Charlie Puth",1,2022,4,8,"2","146363130","6",108,"Major",71,55,44,74,0,11,6
"Soy El Unico","Yahritza Y Su Esencia",1,2022,3,25,"0","126443991","0",84,"Minor",71,63,45,45,0,11,3
"RUMBATяПН","Daddy Yankee",1,2022,3,25,"0","157990698","4",95,"Minor",69,90,91,6,0,35,4
"sentaDONA (Remix) s2","LuяПНяПНsa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,"0","176290831","0",135,"Minor",93,77,45,25,0,13,27
"Falling","Harry Styles",1,2019,12,13,"0","1023187129","24",110,"Major",57,6,27,84,0,9,3
"Sigue","Ed Sheeran, J Balvin",2,1996,11,24,"0","106933107","8",88,"Major",89,59,64,5,0,19,7
"Fim de Semana no Rio","teto",1,2022,3,30,"2","139193812","2",119,"Minor",87,28,50,12,0,10,10
"MANIAC","Stray Kids",1,2022,3,18,"0","212234990","188",120,"Major",58,71,80,15,0,7,41
"There's Nothing Holdin' Me Back","Shawn Mendes",1,2016,9,23,"0","1714490998","57",122,"Major",86,97,80,36,0,9,6
"IDGAF (with blackbear)","Blackbear, BoyWithUke",2,2022,3,18,"0","197643795","2",98,"Major",78,83,75,41,0,27,8
"Golden","Harry Styles",1,2019,12,13,"1","807015863","24",140,"Minor",45,25,84,21,0,13,6
"Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,"0","933815613","1",116,"Minor",79,87,81,4,0,10,4
"Ain't Shit","Doja Cat",1,2021,6,25,"0","499710590","6",124,"Major",86,62,49,51,0,35,21
"Nobody Like U - From Turning Red","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and PixarяПНяПНяПНs Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,"0","120847157","39",105,"Minor",91,73,72,13,0,9,15
"Still Life","BIGBANG",1,2022,4,5,"0","53909146","14",118,"Major",68,24,58,44,0,6,3
"Photograph","Ed Sheeran",1,2014,6,20,"3","2236667932","105",108,"Major",61,20,38,61,0,10,5
"Love Yourself","Justin Bieber",1,2015,11,9,"5","2123309722","87",100,"Major",61,53,38,84,0,28,44
"N95","Kendrick Lamar",1,2022,5,13,"0","301242089","16",140,"Minor",81,39,66,38,0,12,14
"About Damn Time","Lizzo",1,2022,4,14,"0","723894473","49",109,"Minor",84,72,74,10,0,34,7
"Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,"0","237351106","13",101,"Minor",78,40,74,36,0,17,27
"DespuяПНяПНs de la P","Bad Bunny",1,2022,5,6,"0","461558540","44",78,"Major",56,61,90,36,0,18,31
"Un Ratito","Bad Bunny",1,2022,5,6,"6","417230415","30",93,"Minor",79,22,55,31,0,12,5
"United In Grief","Kendrick Lamar",1,2022,5,13,"0","156898322","5",87,"Major",52,32,83,24,0,17,43
"Father Time (feat. Sampha)","Kendrick Lamar, Sampha",2,2022,5,13,"0","127309180","0",153,"Minor",55,50,78,19,0,11,35
"Yo No Soy Celoso","Bad Bunny",1,2022,5,6,"0","313113297","21",142,"Major",87,93,59,28,0,17,5
"Rich Spirit","Kendrick Lamar",1,2022,5,13,"0","173702135","10",96,"Minor",85,41,43,39,0,12,21
"Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch",2,2022,5,12,"0","271666301","28",125,"Major",50,39,78,4,0,11,33
"Me Fui de Vacaciones","Bad Bunny",1,2022,5,6,"0","305650299","11",85,"Major",71,43,65,23,0,9,5
"Silent Hill","Kendrick Lamar, Kodak Black",2,2022,5,13,"0","123216717","0",140,"Minor",92,78,57,46,0,14,9
"La Corriente","Tony Dize, Bad Bunny",2,2022,5,6,"8","479655659","25",196,"Minor",66,58,79,23,0,22,20
"Count Me Out","Kendrick Lamar",1,2022,5,13,"0","126191104","7",134,"Major",78,51,43,69,0,14,9
"Andrea","Buscabulla, Bad Bunny",2,2022,5,6,"0","344055883","30",103,"Minor",80,45,62,76,0,10,38
"Dos Mil 16","Bad Bunny",1,2022,5,6,"3","338422004","24",130,"Major",82,50,67,12,0,13,5
"We Cry Together","Kendrick Lamar, Taylour Paige",2,2022,5,13,"0","68895644","1",108,"Major",65,52,69,31,0,8,36
"Savior","Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,"0","86176890","0",123,"Major",61,66,71,53,0,32,46
"Un Coco","Bad Bunny",1,2022,5,6,"28","403231558","28",152,"Major",84,74,69,21,0,18,6
"Otro Atardecer","Bad Bunny, The MarяПНяПН",2,2022,5,6,"7","319546754","30",108,"Major",78,55,60,59,0,7,4
"Worldwide Steppers","Kendrick Lamar",1,2022,5,13,"0","61739839","0",72,"Minor",56,56,47,76,0,8,36
"Aguacero","Bad Bunny",1,2022,5,6,"0","283359161","15",121,"Minor",86,67,65,42,0,35,7
"Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,"0","76831876","0",138,"Minor",57,71,82,19,0,15,29
"Un Verano Sin Ti","Bad Bunny",1,2022,5,6,"1","283332261","12",188,"Minor",50,41,50,69,0,12,6
"ULTRA SOLO","Polima WestCoast, Pailita",2,2022,2,14,"0","307752576","4",110,"Major",80,26,85,23,0,11,21
"EnsяПНяПНяПНяПНame ","Bad Bunny",1,2022,5,6,"3","279737940","25",105,"Major",81,77,79,19,0,47,8
"El ApagяПН","Bad Bunny",1,2022,5,6,"0","212351890","7",118,"Major",63,60,70,5,0,9,31
"Callaita","Bad Bunny, Tainy",2,2019,5,31,"15","1304313953","116",176,"Major",61,24,62,60,0,24,31
"Dua Lipa","Jack Harlow",1,2022,5,6,"0","150500965","0",158,"Major",83,41,65,0,10,11,8
"Agosto","Bad Bunny",1,2022,5,6,"0","246127838","20",115,"Minor",85,72,58,9,0,49,12
"House Of Memories","Panic! At The Disco",1,2016,1,15,"0","582863434","2",110,"Minor",51,48,82,0,0,5,3
"Mr. Morale","Kendrick Lamar, Tanna Leone",2,2022,5,13,"0","58687425","0",174,"Major",73,26,54,30,0,34,32
"That That (prod. & feat. SUGA of BTS)","PSY, Suga",2,2022,4,29,"0","212109195","81",130,"Major",91,91,96,3,0,3,9
"In The Stars","Benson Boone",1,2022,4,29,"8","382199619","40",78,"Major",36,30,54,34,0,14,5
"Rich - Interlude","Kendrick Lamar",1,2022,5,13,"0","41210087","0",104,"Major",44,74,42,88,0,9,9
"SUPERMODEL","MяПНяПНne",1,2022,5,13,"0","231657891","12",121,"Major",64,80,88,0,0,12,6
"Stefania (Kalush Orchestra)","KALUSH",1,2022,3,10,"0","53729194","4",105,"Major",83,32,82,14,0,12,4
"Thousand Miles","The Kid Laroi",1,2022,4,22,"0","244741137","9",81,"Major",38,20,66,9,0,9,8
"Crown","Kendrick Lamar",1,2022,5,13,"0","42485571","0",170,"Minor",37,14,24,80,0,11,4
"Auntie Diaries","Kendrick Lamar",1,2022,5,13,"0","37778188","0",78,"Major",43,60,38,76,1,48,38
"PUFFIN ON ZOOTIEZ","Future",1,2022,4,29,"0","254218729","42",125,"Major",88,28,66,6,0,13,31
"Mirror","Kendrick Lamar",1,2022,5,13,"0","53603447","0",92,"Minor",66,29,65,23,0,8,7
"Beautiful Girl","Luciano",1,2022,4,22,"4","160035717","11",140,"Minor",84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,"0","164163229","0",96,"Major",61,32,90,25,0,10,9
"Savior - Interlude","Kendrick Lamar",1,2022,5,13,"0","37091576","0",118,"Minor",66,83,43,84,0,19,19
"Pasoori","Shae Gill, Ali Sethi",2,2022,2,6,"6","284249832","22",92,"Minor",71,67,60,7,0,6,4
"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",2,2022,5,13,"0","33381454","0",140,"Minor",49,50,37,87,0,11,35
"TUS LяПНяПНGR","Sech, Mora",2,2022,4,1,"2","184622518","16",174,"Major",68,45,71,18,0,11,25
"Where Did You Go?","MNEK, Jax Jones",2,2022,1,26,"0","300983101","74",127,"Major",77,53,78,19,0,29,4
"I Tried to Tell Y'all","Ugly Dray, Tesla Jnr",2,2022,5,6,"0","121077868","3",96,"Major",71,37,52,62,0,11,36
"Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",2,2022,4,29,"0","106919680","1",150,"Minor",82,82,66,13,0,11,6
"ZOOM","Jessi",1,2022,4,13,"0","136996305","29",100,"Major",87,46,60,1,0,13,16
"SloMo","Chanel",1,2021,12,24,"0","65719930","0",105,"Minor",73,59,81,13,0,9,6
"FEARLESS","LE SSERAFIM",1,2022,5,2,"0","229497852","75",104,"Major",86,43,62,5,0,13,14
"10 Things I Hate About You","Leah Kate",1,2022,3,23,"0","185550869","1",154,"Major",54,45,79,1,0,17,5
"SPACE MAN","Sam Ryder",1,2022,2,22,"0","54682594","51",80,"Major",47,33,83,18,0,10,5
"With you","HA SUNG WOON, Jimin",2,2022,4,24,"2","240580042","35",150,"Major",53,14,43,64,0,13,3
"Iris","The Goo Goo Dolls",1,1998,3,31,"9","1284942608","5",156,"Minor",32,49,72,0,0,9,4
"The Heart Part 5","Kendrick Lamar",1,2022,5,8,"0","71423324","0",98,"Minor",76,79,81,18,0,6,34
"San Lucas","Kevin Kaarl",1,2019,11,7,"1","244891912","0",92,"Major",58,27,36,86,0,9,3
"This Love (TaylorяПНяПНяПНs Ve","Taylor Swift",1,2022,5,6,"0","132171975","2",144,"Major",47,7,50,32,0,7,4
"Good Looking","Suki Waterhouse",1,2017,10,20,"0","184706613","6",150,"Major",37,27,56,8,0,13,3
"Flowers","Lauren Spencer Smith",1,2021,8,9,"0","184826429","9",138,"Major",70,31,44,84,0,9,39
"Yet To Come","BTS",1,2022,6,10,"0","302006641","110",172,"Major",56,68,89,4,0,33,19
"Run BTS","BTS",1,2022,6,10,"0","330881149","132",77,"Major",72,70,82,2,0,4,17
"Music For a Sushi Restaurant","Harry Styles",1,2022,5,20,"1","334733572","11",107,"Major",72,36,72,26,6,11,4
"Matilda","Harry Styles",1,2022,5,20,"3","366214458","10",114,"Major",51,39,29,90,0,10,4
"For Youth","BTS",1,2022,6,10,"0","114546317","40",117,"Major",63,29,51,43,0,25,4
"Daylight","Harry Styles",1,2022,5,20,"0","290833204","11",146,"Major",69,63,45,48,0,18,4
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",1,2022,5,6,"0","448500832","13",160,"Minor",80,74,60,8,0,14,26
"Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,"0","136676504","0",120,"Major",88,15,56,1,0,8,6
"Potion (with Dua Lipa & Young Thug)","Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,"0","190625045","45",100,"Minor",82,76,70,16,0,8,5
"Born Singer","BTS",1,2022,6,10,"0","79095270","18",158,"Minor",60,68,84,4,0,24,11
"Little Freak","Harry Styles",1,2022,5,20,"0","273194684","3",142,"Major",56,40,54,72,0,10,4
"La Llevo Al Cielo (Ft. яПНяПНengo F","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,"3","333146475","1",170,"Minor",80,77,85,11,0,17,14
"True Love","Kanye West, XXXTENTACION",2,2022,5,27,"0","194902696","1",84,"Minor",71,39,86,2,0,51,25
"Satellite","Harry Styles",1,2022,5,20,"5","311482393","28",139,"Major",58,30,46,14,0,9,3
"Pass The Dutchie","Musical Youth",1,1982,1,1,"0","195918494","76",151,"Major",73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,"0","248511839","16",128,"Minor",82,42,75,6,0,63,6
"Love Of My Life","Harry Styles",1,2022,5,20,"0","233671263","2",118,"Major",56,20,54,67,0,6,5
"Grapejuice","Harry Styles",1,2022,5,20,"0","199587884","1",183,"Major",65,88,72,36,14,20,3
"So Good","Halsey",1,2022,6,9,"0","91781263","14",83,"Minor",63,29,62,4,0,18,4
"Belly Dancer","BYOR, Imanbek",2,2022,2,18,"13","383835984","38",122,"Major",85,42,80,6,0,17,14
"Keep Driving","Harry Styles",1,2022,5,20,"1","236060709","1",165,"Major",72,90,48,32,0,18,23
"Cinema","Harry Styles",1,2022,5,20,"0","189236868","1",106,"Minor",83,90,64,35,5,9,4
"Die Young (feat. 347aidan)","Sleepy hallow, 347aidan",2,2022,5,25,"0","160845341","0",77,"Major",81,68,58,83,0,11,34
"Only Love Can Hurt Like This","Paloma Faith",1,2014,1,1,"0","588955257","22",91,"Major",57,30,89,10,0,33,8
"Hold My Hand","Lady Gaga",1,2022,5,3,"0","238350348","8",148,"Major",51,21,63,5,0,41,3
"Daydreaming","Harry Styles",1,2022,5,20,"1","187703102","1",114,"Minor",71,90,81,31,2,13,3
"Numb","Marshmello, Khalid",2,2022,6,10,"2","295307001","76",120,"Minor",91,63,77,12,1,10,5
"Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk",2,2022,6,2,"0","138334433","0",92,"Major",83,56,82,10,0,9,5
"Me and Your Mama","Childish Gambino",1,2016,11,10,"0","445590495","60",118,"Major",56,25,45,1,3,7,3
"Crazy What Love Can Do","David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,"0","286739476","73",123,"Minor",60,46,71,3,0,16,4
"SLOW DANCING IN THE DARK","Joji",1,2018,9,12,"0","1122364376","79",89,"Major",52,28,48,54,1,19,3
"Antes de Perderte","Duki",1,2022,6,2,"8","157136970","1",110,"Minor",81,61,93,49,0,12,11
"Boyfriends","Harry Styles",1,2022,5,20,"0","137070925","2",118,"Major",42,32,20,94,0,11,4
"295","Sidhu Moose Wala",1,2021,5,15,"4","183273246","106",90,"Minor",68,54,76,21,0,11,20
"Tak Ingin Usai","Keisya Levronka",1,2022,5,13,"4","184807630","5",130,"Major",49,14,40,82,0,11,3
"En El Radio Un Cochinero","Victor Cibrian",1,2022,5,13,"0","164856284","36",154,"Minor",70,97,62,47,0,10,4
"Master of Puppets (Remastered)","Metallica",1,1986,3,3,"0","704171068","198",105,"Minor",54,59,83,0,44,20,4
"BREAK MY SOUL","BeyoncяПН",1,2022,6,21,"0","354614964","61",115,"Minor",70,87,88,4,0,26,8
"ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,"0","279717388","2",110,"Major",91,59,82,8,0,6,8
"Massive","Drake",1,2022,6,17,"0","195628667","89",125,"Minor",51,5,68,12,2,15,6
"Betty (Get Money)","Yung Gravy",1,2022,6,10,"0","221752937","2",102,"Major",73,62,75,0,0,34,8
"Ojos Marrones","Lasso",1,2022,2,6,"11","263280370","18",120,"Minor",81,72,65,4,0,14,4
"POP!","Nayeon",1,2022,6,24,"0","213505179","21",97,"Major",80,36,86,4,0,3,5
"Layla","SchяПНяПНrze, DJ R",2,2022,3,24,"3","130419412","124",140,"Minor",44,41,92,0,0,44,7
"MORE","j-hope",1,2022,7,1,"0","155795783","52",97,"Major",78,31,72,1,0,11,4
"Sweet Child O' Mine","Guns N' Roses",1,1987,1,1,"1","1553497987","151",125,"Major",45,67,90,9,11,10,5
"Last Last","Burna Boy",1,2022,5,12,"12","293466523","275",88,"Minor",80,55,56,13,0,8,9
"SNAP","Rosa Linn",1,2022,3,19,"0","711366595","0",170,"Major",56,52,64,11,0,45,7
"Sticky","Drake",1,2022,6,17,"0","191448892","105",137,"Minor",88,8,49,9,0,9,14
"Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B",3,2022,7,1,"0","85924992","0",157,"Major",88,52,69,0,0,8,23
"Ai Preto","L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,"4","176103902","0",130,"Major",95,83,57,54,0,10,25
"La Loto","Anitta, Tini, Becky G",3,2022,7,6,"0","121189256","3",90,"Major",85,80,83,10,0,8,11
"die first","Nessa Barrett",1,2022,6,24,"0","131746175","0",183,"Minor",44,44,67,7,0,12,13
"Afraid To Feel","LF System",1,2022,5,2,"5","244790012","55",128,"Major",58,68,91,2,0,27,11
"Baile no Morro","Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,"2","129314708","0",130,"Minor",71,78,40,46,0,7,45
"cяПНяПНmo dormi","Rels B",1,2022,8,4,"35","331511413","15",126,"Major",63,56,43,24,0,12,23
"Bad Decisions (with BTS & Snoop Dogg)","Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,"0","219196651","2",120,"Major",77,94,87,2,0,23,12
"STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby",3,2022,8,5,"0","170732845","1",130,"Minor",72,18,46,7,0,28,8
"Caile","Luar La L",1,2020,12,18,"2","273914335","12",122,"Major",70,46,76,30,0,9,45
"Si Te La Encuentras Por AhяПН","Feid",1,2022,8,5,"4","179061440","10",172,"Minor",74,46,58,15,0,13,8
"GIVENCHY","Duki",1,2022,7,20,"4","185236961","18",103,"Major",61,38,62,14,0,23,40
